HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:51434	LINC01586	long intergenic non-protein coding RNA 1586	Approved	RNA, long non-coding		TCONS_00023252	15q26.1	101929743	ENSG00000249487	OTTHUMG00000171852	1986	Long intergenic non-protein coding RNAs
HGNC:13716	LINC01587	long intergenic non-protein coding RNA 1587	Approved	RNA, long non-coding	C4orf6	aC1	4p16.2	10141	ENSG00000082929	OTTHUMG00000125492	1986	Long intergenic non-protein coding RNAs
HGNC:27503	LINC01588	long intergenic non-protein coding RNA 1588	Approved	RNA, long non-coding	C14orf182		14q21.3	283551	ENSG00000214900	OTTHUMG00000171567	1986	Long intergenic non-protein coding RNAs
HGNC:51520	LINC01589	long intergenic non-protein coding RNA 1589	Approved	RNA, long non-coding		CTA-941F9.9, TCONS_00029353	22q13.31	100506737	ENSG00000238120	OTTHUMG00000151331	1986	Long intergenic non-protein coding RNAs
HGNC:21404	LINC01590	long intergenic non-protein coding RNA 1590	Approved	RNA, long non-coding	C6orf164	dJ102H19.4	6q15-q16.1	63914			1986	Long intergenic non-protein coding RNAs
HGNC:27819	LINC01591	long intergenic non-protein coding RNA 1591	Approved	RNA, long non-coding			8q24.22	286094	ENSG00000254083	OTTHUMG00000164328	1986	Long intergenic non-protein coding RNAs
HGNC:51557	LINC01592	long intergenic non-protein coding RNA 1592	Approved	RNA, long non-coding			8q13.2	100505718	ENSG00000253658	OTTHUMG00000164460	1986	Long intergenic non-protein coding RNAs
HGNC:51583	LINC01593	long intergenic non-protein coding RNA 1593	Approved	RNA, long non-coding		TCONS_00003364	2q12.3	107178918	ENSG00000231221	OTTHUMG00000153366	1986	Long intergenic non-protein coding RNAs
HGNC:51584	LINC01594	long intergenic non-protein coding RNA 1594	Approved	RNA, long non-coding		TCONS_l2_00015893	2q12.3	102724774	ENSG00000225328	OTTHUMG00000153177	1986	Long intergenic non-protein coding RNAs
HGNC:51586	LINC01595	long intergenic non-protein coding RNA 1595	Approved	RNA, long non-coding			19q13.33	102725176	ENSG00000259108	OTTHUMG00000170611	1986	Long intergenic non-protein coding RNAs
HGNC:51591	LINC01596	long intergenic non-protein coding RNA 1596	Approved	RNA, long non-coding		TCONS_00007705	4q35.2	105377617	ENSG00000250666	OTTHUMG00000160584	1986	Long intergenic non-protein coding RNAs
HGNC:51594	LINC01597	long intergenic non-protein coding RNA 1597	Approved	RNA, long non-coding			20q11.1	400841	ENSG00000205611	OTTHUMG00000133197	1986	Long intergenic non-protein coding RNAs
HGNC:27285	LINC01599	long intergenic non-protein coding RNA 1599	Approved	RNA, long non-coding	C14orf183		14q21.3	196913			1986	Long intergenic non-protein coding RNAs
HGNC:21600	LINC01600	long intergenic non-protein coding RNA 1600	Approved	RNA, long non-coding	C6orf195	FLJ31934, bA145H9.2	6p25.2	154386	ENSG00000164385	OTTHUMG00000014122	1986	Long intergenic non-protein coding RNAs
HGNC:51651	LINC01601	long intergenic non-protein coding RNA 1601	Approved	RNA, long non-coding			18q12.3	105667213			1986	Long intergenic non-protein coding RNAs
HGNC:51634	LINC01602	long intergenic non-protein coding RNA 1602	Approved	RNA, long non-coding		T1560	8q12.1	100505477	ENSG00000205293	OTTHUMG00000164281	1986	Long intergenic non-protein coding RNAs
HGNC:51652	LINC01603	long intergenic non-protein coding RNA 1603	Approved	RNA, long non-coding			8q13.2	100505739	ENSG00000253479	OTTHUMG00000165095	1986	Long intergenic non-protein coding RNAs
HGNC:51654	LINC01605	long intergenic non-protein coding RNA 1605	Approved	RNA, long non-coding		TCONS_00014973, LincDUSP, RP11-527N22.2, ODIR1	8p11.23	100507420	ENSG00000253161	OTTHUMG00000163996	1986	Long intergenic non-protein coding RNAs
HGNC:51656	LINC01606	long intergenic non-protein coding RNA 1606	Approved	RNA, long non-coding		TCONS_l2_00027778	8q12.1	100507651	ENSG00000253301	OTTHUMG00000164416	1986	Long intergenic non-protein coding RNAs
HGNC:51660	LINC01607	long intergenic non-protein coding RNA 1607	Approved	RNA, long non-coding			8q21.13	101927067	ENSG00000272138	OTTHUMG00000185488	1986	Long intergenic non-protein coding RNAs
HGNC:51662	LINC01608	long intergenic non-protein coding RNA 1608	Approved	RNA, long non-coding		TCONS_00015136	8q23.2	101927459	ENSG00000253877	OTTHUMG00000164908	1986	Long intergenic non-protein coding RNAs
HGNC:51663	LINC01609	long intergenic non-protein coding RNA 1609	Approved	RNA, long non-coding			8q23.2-q23.3	101927487	ENSG00000253103	OTTHUMG00000164912	1986	Long intergenic non-protein coding RNAs
HGNC:51676	LINC01610	long intergenic non-protein coding RNA 1610	Approved	RNA, long non-coding		EVADR	6q13	101928353	ENSG00000237643	OTTHUMG00000014989	1986	Long intergenic non-protein coding RNAs
HGNC:51791	LINC01611	long intergenic non-protein coding RNA 1611	Approved	RNA, long non-coding		RP1-90L14.1, TCONS_l2_00025430	6q14.3	105377880	ENSG00000231776	OTTHUMG00000015125	1986	Long intergenic non-protein coding RNAs
HGNC:51837	LINC01612	long intergenic non-protein coding RNA 1612	Approved	RNA, long non-coding		RP11-789C1.1, TCONS_00008319	4q33	101928223	ENSG00000250266	OTTHUMG00000160893	1986	Long intergenic non-protein coding RNAs
HGNC:51842	LINC01613	long intergenic non-protein coding RNA 1613	Approved	RNA, long non-coding		n341773	9q33.2	106146149	ENSG00000261432	OTTHUMG00000175687	1986	Long intergenic non-protein coding RNAs
HGNC:51847	LINC01614	long intergenic non-protein coding RNA 1614	Approved	RNA, long non-coding		LCAL4, TCONS_00003105	2q35	105373869	ENSG00000230838	OTTHUMG00000154838	1986	Long intergenic non-protein coding RNAs
HGNC:51898	LINC01615	long intergenic non-protein coding RNA 1615	Approved	RNA, long non-coding			6q27	101929484	ENSG00000223485	OTTHUMG00000016054	1986	Long intergenic non-protein coding RNAs
HGNC:51900	LINC01616	long intergenic non-protein coding RNA 1616	Approved	RNA, long non-coding		n341006	11p14.1	106456574	ENSG00000261340	OTTHUMG00000173210	1986	Long intergenic non-protein coding RNAs
HGNC:30442	LINC01617	long intergenic non-protein coding RNA 1617	Approved	RNA, long non-coding	C8orf23, NCRNA00249	XLOC_006844	8q21.11	101926947			1986	Long intergenic non-protein coding RNAs
HGNC:27195	LINC01618	long intergenic non-protein coding RNA 1618	Approved	RNA, long non-coding		LOC152578	4q12	152578	ENSG00000250302	OTTHUMG00000160696	1986	Long intergenic non-protein coding RNAs
HGNC:27409	LINC01619	long intergenic non-protein coding RNA 1619	Approved	RNA, long non-coding	C12orf79		12q21.33	256021	ENSG00000257242	OTTHUMG00000170091	1986	Long intergenic non-protein coding RNAs
HGNC:16195	LINC01620	long intergenic non-protein coding RNA 1620	Approved	RNA, long non-coding	C20orf62	dJ1013A22.3	20q13.12	140834	ENSG00000168746	OTTHUMG00000130221	1986	Long intergenic non-protein coding RNAs
HGNC:14109	LINC01621	long intergenic non-protein coding RNA 1621	Approved	RNA, long non-coding	C6orf7		6q14.1	89758	ENSG00000235357	OTTHUMG00000015082	1986	Long intergenic non-protein coding RNAs
HGNC:27768	LINC01622	long intergenic non-protein coding RNA 1622	Approved	RNA, long non-coding		TCONS_00011202	6p25.3	285768	ENSG00000286785		1986	Long intergenic non-protein coding RNAs
HGNC:52050	LINC01623	long intergenic non-protein coding RNA 1623	Approved	RNA, long non-coding			6p22.1	401242	ENSG00000225595	OTTHUMG00000084882	1986	Long intergenic non-protein coding RNAs
HGNC:52051	LINC01624	long intergenic non-protein coding RNA 1624	Approved	RNA, long non-coding		TCONS_00011425	6q27	401289	ENSG00000227508	OTTHUMG00000016077	1986	Long intergenic non-protein coding RNAs
HGNC:52052	LINC01625	long intergenic non-protein coding RNA 1625	Approved	RNA, long non-coding		TCONS_00011139	6q24.1	645434	ENSG00000238099	OTTHUMG00000015693	1986	Long intergenic non-protein coding RNAs
HGNC:52257	LINC01626	long intergenic non-protein coding RNA 1626	Approved	RNA, long non-coding			6q13	102724000	ENSG00000223765	OTTHUMG00000015005	1986	Long intergenic non-protein coding RNAs
HGNC:52258	LINC01627	long intergenic non-protein coding RNA 1627	Approved	RNA, long non-coding		RP11-397D12.4	9p13.2	105376036	ENSG00000224648	OTTHUMG00000019916	1986	Long intergenic non-protein coding RNAs
HGNC:52259	LINC01628	long intergenic non-protein coding RNA 1628	Approved	RNA, long non-coding		AC007403.1	2p14	102724321	ENSG00000232688	OTTHUMG00000152852	1986	Long intergenic non-protein coding RNAs
HGNC:52260	LINC01629	long intergenic non-protein coding RNA 1629	Approved	RNA, long non-coding		linc-KIAA1737-2	14q24.3	105370578	ENSG00000258602	OTTHUMG00000171577	1986	Long intergenic non-protein coding RNAs
HGNC:52295	LINC01630	long intergenic non-protein coding RNA 1630	Approved	RNA, long non-coding		LOC100287225	18q21.2	100287225	ENSG00000227115	OTTHUMG00000179692	1986	Long intergenic non-protein coding RNAs
HGNC:52419	LINC01632	long intergenic non-protein coding RNA 1632	Approved	RNA, long non-coding			1q21.1	101929826	ENSG00000277199	OTTHUMG00000189067	1986	Long intergenic non-protein coding RNAs
HGNC:52420	LINC01633	long intergenic non-protein coding RNA 1633	Approved	RNA, long non-coding			1q25.3	101929069	ENSG00000260976	OTTHUMG00000176171	1986	Long intergenic non-protein coding RNAs
HGNC:52421	LINC01634	long intergenic non-protein coding RNA 1634	Approved	RNA, long non-coding			22q11.21	100192420	ENSG00000235295	OTTHUMG00000153506	1986	Long intergenic non-protein coding RNAs
HGNC:52422	LINC01635	long intergenic non-protein coding RNA 1635	Approved	RNA, long non-coding			1p36.12	101928043	ENSG00000228397	OTTHUMG00000002754	1986	Long intergenic non-protein coding RNAs
HGNC:52424	LINC01637	long intergenic non-protein coding RNA 1637	Approved	RNA, long non-coding			22q11.21	101928891	ENSG00000237476	OTTHUMG00000150805	1986	Long intergenic non-protein coding RNAs
HGNC:52425	LINC01638	long intergenic non-protein coding RNA 1638	Approved	RNA, long non-coding		lncRNA4114	22q12.1	105372978	ENSG00000233521	OTTHUMG00000150955	1986	Long intergenic non-protein coding RNAs
HGNC:52426	LINC01639	long intergenic non-protein coding RNA 1639	Approved	RNA, long non-coding			22q13.2	105373054	ENSG00000236117	OTTHUMG00000150565	1986	Long intergenic non-protein coding RNAs
HGNC:52427	LINC01640	long intergenic non-protein coding RNA 1640	Approved	RNA, long non-coding			22q12.3	105373006	ENSG00000231253	OTTHUMG00000150002	1986	Long intergenic non-protein coding RNAs
HGNC:52428	LINC01641	long intergenic non-protein coding RNA 1641	Approved	RNA, long non-coding			1q42.13	107985463	ENSG00000234277	OTTHUMG00000037611	1986	Long intergenic non-protein coding RNAs
HGNC:52430	LINC01643	long intergenic non-protein coding RNA 1643	Approved	RNA, long non-coding			22q12.3	105373010	ENSG00000236052	OTTHUMG00000150928	1986	Long intergenic non-protein coding RNAs
HGNC:52431	LINC01644	long intergenic non-protein coding RNA 1644	Approved	RNA, long non-coding			22q13.31	101927722	ENSG00000218357	OTTHUMG00000150324	1986	Long intergenic non-protein coding RNAs
HGNC:52432	LINC01645	long intergenic non-protein coding RNA 1645	Approved	RNA, long non-coding			1q25.2	102724661	ENSG00000224968	OTTHUMG00000040861	1986	Long intergenic non-protein coding RNAs
HGNC:52433	LINC01646	long intergenic non-protein coding RNA 1646	Approved	RNA, long non-coding			1p36.32	105376679	ENSG00000232596	OTTHUMG00000000647	1986	Long intergenic non-protein coding RNAs
HGNC:52434	LINC01647	long intergenic non-protein coding RNA 1647	Approved	RNA, long non-coding			1p36.22	101929181	ENSG00000235643	OTTHUMG00000002076	1986	Long intergenic non-protein coding RNAs
HGNC:52435	LINC01648	long intergenic non-protein coding RNA 1648	Approved	RNA, long non-coding			1p35.2	101929406	ENSG00000233399	OTTHUMG00000003683	1986	Long intergenic non-protein coding RNAs
HGNC:52436	LINC01649	long intergenic non-protein coding RNA 1649	Approved	RNA, long non-coding			1p13.1	101928995	ENSG00000228127	OTTHUMG00000012009	1986	Long intergenic non-protein coding RNAs
HGNC:52437	LINC01650	long intergenic non-protein coding RNA 1650	Approved	RNA, long non-coding			1p21.3	101928169	ENSG00000230434	OTTHUMG00000010912	1986	Long intergenic non-protein coding RNAs
HGNC:52439	LINC01651	long intergenic non-protein coding RNA 1651	Approved	RNA, long non-coding			22q11.21	105372944	ENSG00000279920	OTTHUMG00000189206	1986	Long intergenic non-protein coding RNAs
HGNC:52441	LINC01653	long intergenic non-protein coding RNA 1653	Approved	RNA, long non-coding			1q41	101929631	ENSG00000232100	OTTHUMG00000039496	1986	Long intergenic non-protein coding RNAs
HGNC:52442	LINC01654	long intergenic non-protein coding RNA 1654	Approved	RNA, long non-coding			1p36.13	101927876	ENSG00000261781	OTTHUMG00000175750	1986	Long intergenic non-protein coding RNAs
HGNC:52443	LINC01655	long intergenic non-protein coding RNA 1655	Approved	RNA, long non-coding			1q41	101929771	ENSG00000227925	OTTHUMG00000037268	1986	Long intergenic non-protein coding RNAs
HGNC:52444	LINC01656	long intergenic non-protein coding RNA 1656	Approved	RNA, long non-coding			22q13.31	101927526	ENSG00000232655	OTTHUMG00000150468	1986	Long intergenic non-protein coding RNAs
HGNC:52445	LINC01657	long intergenic non-protein coding RNA 1657	Approved	RNA, long non-coding			1q25.1	101928751	ENSG00000224718	OTTHUMG00000034949	1986	Long intergenic non-protein coding RNAs
HGNC:52447	LINC01659	long intergenic non-protein coding RNA 1659	Approved	RNA, long non-coding			22q11.23	101929374	ENSG00000234928	OTTHUMG00000150668	1986	Long intergenic non-protein coding RNAs
HGNC:52449	LINC01661	long intergenic non-protein coding RNA 1661	Approved	RNA, long non-coding			1p13.3	105378889	ENSG00000237460	OTTHUMG00000000497	1986	Long intergenic non-protein coding RNAs
HGNC:52452	LINC01664	long intergenic non-protein coding RNA 1664	Approved	RNA, long non-coding			22q11.1	100996342	ENSG00000235478	OTTHUMG00000153502	1986	Long intergenic non-protein coding RNAs
HGNC:52453	LINC01665	long intergenic non-protein coding RNA 1665	Approved	RNA, long non-coding			22q11.1	101929350	ENSG00000235343	OTTHUMG00000153504	1986	Long intergenic non-protein coding RNAs
HGNC:52454	LINC01666	long intergenic non-protein coding RNA 1666	Approved	RNA, long non-coding			21p11.2	105372730	ENSG00000279579	OTTHUMG00000189439	1986	Long intergenic non-protein coding RNAs
HGNC:52455	LINC01667	long intergenic non-protein coding RNA 1667	Approved	RNA, long non-coding			21p11.2	441058	ENSG00000280081	OTTHUMG00000189457	1986	Long intergenic non-protein coding RNAs
HGNC:52456	LINC01668	long intergenic non-protein coding RNA 1668	Approved	RNA, long non-coding			21q22.3	101928311	ENSG00000283051	OTTHUMG00000191496	1986	Long intergenic non-protein coding RNAs
HGNC:52458	LINC01670	long intergenic non-protein coding RNA 1670	Approved	RNA, long non-coding			21p12	105379487	ENSG00000279094	OTTHUMG00000189365	1986	Long intergenic non-protein coding RNAs
HGNC:52459	LINC01671	long intergenic non-protein coding RNA 1671	Approved	RNA, long non-coding		BC041455, AP001626.1	21q22.3	101928233	ENSG00000225431	OTTHUMG00000086813	1986	Long intergenic non-protein coding RNAs
HGNC:52460	LINC01672	long intergenic non-protein coding RNA 1672	Approved	RNA, long non-coding		NMR	1p36.31	100505887	ENSG00000228750	OTTHUMG00000001785	1986	Long intergenic non-protein coding RNAs
HGNC:52461	LINC01673	long intergenic non-protein coding RNA 1673	Approved	RNA, long non-coding			21q21.3	105372763	ENSG00000234052	OTTHUMG00000078707	1986	Long intergenic non-protein coding RNAs
HGNC:52462	LINC01674	long intergenic non-protein coding RNA 1674	Approved	RNA, long non-coding			21q11.2	102724188	ENSG00000228159	OTTHUMG00000074207	1986	Long intergenic non-protein coding RNAs
HGNC:52463	LINC01675	long intergenic non-protein coding RNA 1675	Approved	RNA, long non-coding			1q24.1	105371590	ENSG00000234142	OTTHUMG00000033267	1986	Long intergenic non-protein coding RNAs
HGNC:52464	LINC01676	long intergenic non-protein coding RNA 1676	Approved	RNA, long non-coding			1p21.1	101928476	ENSG00000230768	OTTHUMG00000011003	1986	Long intergenic non-protein coding RNAs
HGNC:52465	LINC01677	long intergenic non-protein coding RNA 1677	Approved	RNA, long non-coding			1p21.1	105378884	ENSG00000233047	OTTHUMG00000011006	1986	Long intergenic non-protein coding RNAs
HGNC:52466	LINC01678	long intergenic non-protein coding RNA 1678	Approved	RNA, long non-coding			21q22.3	105377138	ENSG00000225331	OTTHUMG00000086913	1986	Long intergenic non-protein coding RNAs
HGNC:52469	LINC01679	long intergenic non-protein coding RNA 1679	Approved	RNA, long non-coding			21q22.3	101928399	ENSG00000237989	OTTHUMG00000086865	1986	Long intergenic non-protein coding RNAs
HGNC:52467	LINC01680	long intergenic non-protein coding RNA 1680	Approved	RNA, long non-coding			1q31.2	105371660	ENSG00000233882	OTTHUMG00000041127	1986	Long intergenic non-protein coding RNAs
HGNC:52468	LINC01681	long intergenic non-protein coding RNA 1681	Approved	RNA, long non-coding			1q24.2	105371609	ENSG00000233985	OTTHUMG00000035971	1986	Long intergenic non-protein coding RNAs
HGNC:52470	LINC01682	long intergenic non-protein coding RNA 1682	Approved	RNA, long non-coding			1q42.13	101927504	ENSG00000227043	OTTHUMG00000039465	1986	Long intergenic non-protein coding RNAs
HGNC:52471	LINC01683	long intergenic non-protein coding RNA 1683	Approved	RNA, long non-coding			21q21.1	105372746	ENSG00000233480	OTTHUMG00000074607	1986	Long intergenic non-protein coding RNAs
HGNC:52472	LINC01684	long intergenic non-protein coding RNA 1684	Approved	RNA, long non-coding		lnc-JAM2-6	21q21.2	105372751	ENSG00000237484	OTTHUMG00000078326	1986	Long intergenic non-protein coding RNAs
HGNC:52473	LINC01685	long intergenic non-protein coding RNA 1685	Approved	RNA, long non-coding			1p34.3	105378656	ENSG00000238063	OTTHUMG00000000481	1986	Long intergenic non-protein coding RNAs
HGNC:27643	LINC01686	long intergenic non-protein coding RNA 1686	Approved	RNA, long non-coding			1q25.3	284648	ENSG00000261504	OTTHUMG00000176155	1986	Long intergenic non-protein coding RNAs
HGNC:52474	LINC01687	long intergenic non-protein coding RNA 1687	Approved	RNA, long non-coding			21q21.1	101927843	ENSG00000233215	OTTHUMG00000078243	1986	Long intergenic non-protein coding RNAs
HGNC:52475	LINC01688	long intergenic non-protein coding RNA 1688	Approved	RNA, long non-coding			1q25.3	105371644	ENSG00000227181	OTTHUMG00000041043	1986	Long intergenic non-protein coding RNAs
HGNC:52476	LINC01689	long intergenic non-protein coding RNA 1689	Approved	RNA, long non-coding		AP000469.2	21q21.2	101927869	ENSG00000224832	OTTHUMG00000078332	1986	Long intergenic non-protein coding RNAs
HGNC:52477	LINC01690	long intergenic non-protein coding RNA 1690	Approved	RNA, long non-coding			21q22.11	102724502	ENSG00000228961	OTTHUMG00000065034	1986	Long intergenic non-protein coding RNAs
HGNC:52479	LINC01691	long intergenic non-protein coding RNA 1691	Approved	RNA, long non-coding			1p11.2	107985195	ENSG00000224857	OTTHUMG00000013087	1986	Long intergenic non-protein coding RNAs
HGNC:52480	LINC01692	long intergenic non-protein coding RNA 1692	Approved	RNA, long non-coding			21q21.2	339622	ENSG00000226983	OTTHUMG00000078331	1986	Long intergenic non-protein coding RNAs
HGNC:52481	LINC01694	long intergenic non-protein coding RNA 1694	Approved	RNA, long non-coding			21q22.3	105372840	ENSG00000233922	OTTHUMG00000090408	1986	Long intergenic non-protein coding RNAs
HGNC:52483	LINC01695	long intergenic non-protein coding RNA 1695	Approved	RNA, long non-coding			21q21.3	101927973	ENSG00000236532	OTTHUMG00000078706	1986	Long intergenic non-protein coding RNAs
HGNC:52484	LINC01696	long intergenic non-protein coding RNA 1696	Approved	RNA, long non-coding			1q32.2	105372897	ENSG00000227940	OTTHUMG00000036265	1986	Long intergenic non-protein coding RNAs
HGNC:52485	LINC01697	long intergenic non-protein coding RNA 1697	Approved	RNA, long non-coding			21q21.3	284825	ENSG00000232079	OTTHUMG00000078709	1986	Long intergenic non-protein coding RNAs
HGNC:52486	LINC01698	long intergenic non-protein coding RNA 1698	Approved	RNA, long non-coding			1q32.2	101929476	ENSG00000231648	OTTHUMG00000036266	1986	Long intergenic non-protein coding RNAs
HGNC:52487	LINC01699	long intergenic non-protein coding RNA 1699	Approved	RNA, long non-coding		GM140	1q25.3	100287948	ENSG00000179452	OTTHUMG00000035177	1986	Long intergenic non-protein coding RNAs
HGNC:52488	LINC01700	long intergenic non-protein coding RNA 1700	Approved	RNA, long non-coding			21q22.2	101928435	ENSG00000232837	OTTHUMG00000066032	1986	Long intergenic non-protein coding RNAs
HGNC:52489	LINC01701	long intergenic non-protein coding RNA 1701	Approved	RNA, long non-coding			1q31.1	107985456	ENSG00000232212	OTTHUMG00000035526	1986	Long intergenic non-protein coding RNAs
HGNC:52490	LINC01702	long intergenic non-protein coding RNA 1702	Approved	RNA, long non-coding			1p31.3	102724481	ENSG00000235200	OTTHUMG00000009373	1986	Long intergenic non-protein coding RNAs
HGNC:52491	LINC01703	long intergenic non-protein coding RNA 1703	Approved	RNA, long non-coding		lncPARP1	1q42.12	105373113	ENSG00000225518	OTTHUMG00000041341	1986	Long intergenic non-protein coding RNAs
HGNC:52492	LINC01704	long intergenic non-protein coding RNA 1704	Approved	RNA, long non-coding			1q23.1	646268	ENSG00000231666	OTTHUMG00000022441	1986	Long intergenic non-protein coding RNAs
HGNC:52493	LINC01705	long intergenic non-protein coding RNA 1705	Approved	RNA, long non-coding		RP11-400N13.3, ERLR	1q41	107985307	ENSG00000232679	OTTHUMG00000037425	1986	Long intergenic non-protein coding RNAs
HGNC:52494	LINC01706	long intergenic non-protein coding RNA 1706	Approved	RNA, long non-coding			20p12.3	101929312	ENSG00000224711	OTTHUMG00000031838	1986	Long intergenic non-protein coding RNAs
HGNC:52495	LINC01707	long intergenic non-protein coding RNA 1707	Approved	RNA, long non-coding			1p31.2	105378785	ENSG00000223883	OTTHUMG00000009216	1986	Long intergenic non-protein coding RNAs
HGNC:52496	LINC01708	long intergenic non-protein coding RNA 1708	Approved	RNA, long non-coding			1p21.2	101928270	ENSG00000224445	OTTHUMG00000010769	1986	Long intergenic non-protein coding RNAs
HGNC:52497	LINC01709	long intergenic non-protein coding RNA 1709	Approved	RNA, long non-coding			1p21.2	105378872	ENSG00000226715	OTTHUMG00000010944	1986	Long intergenic non-protein coding RNAs
HGNC:52498	LINC01710	long intergenic non-protein coding RNA 1710	Approved	RNA, long non-coding			1q41	105372925	ENSG00000225561	OTTHUMG00000041229	1986	Long intergenic non-protein coding RNAs
HGNC:28663	LINC01711	long intergenic non-protein coding RNA 1711	Approved	RNA, long non-coding		MGC4294	20q13.32	79160	ENSG00000268941	OTTHUMG00000187341	1986	Long intergenic non-protein coding RNAs
HGNC:52499	LINC01712	long intergenic non-protein coding RNA 1712	Approved	RNA, long non-coding			1p31.1	101927542	ENSG00000231364	OTTHUMG00000009772	1986	Long intergenic non-protein coding RNAs
HGNC:52500	LINC01713	long intergenic non-protein coding RNA 1713	Approved	RNA, long non-coding			20p12.3	105372516	ENSG00000228482	OTTHUMG00000031832	1986	Long intergenic non-protein coding RNAs
HGNC:52501	LINC01714	long intergenic non-protein coding RNA 1714	Approved	RNA, long non-coding			1p36.23	102724539	ENSG00000227634	OTTHUMG00000001769	1986	Long intergenic non-protein coding RNAs
HGNC:52503	LINC01716	long intergenic non-protein coding RNA 1716	Approved	RNA, long non-coding			20q13.31	105372682	ENSG00000225657	OTTHUMG00000032803	1986	Long intergenic non-protein coding RNAs
HGNC:52504	LINC01717	long intergenic non-protein coding RNA 1717	Approved	RNA, long non-coding			1q32.2	105372893	ENSG00000232812	OTTHUMG00000036136	1986	Long intergenic non-protein coding RNAs
HGNC:52505	LINC01718	long intergenic non-protein coding RNA 1718	Approved	RNA, long non-coding			20q13.33	100506470	ENSG00000229606	OTTHUMG00000032884	1986	Long intergenic non-protein coding RNAs
HGNC:52506	LINC01719	long intergenic non-protein coding RNA 1719	Approved	RNA, long non-coding			1q21.1	101928979	ENSG00000233396	OTTHUMG00000042244	1986	Long intergenic non-protein coding RNAs
HGNC:52507	LINC01720	long intergenic non-protein coding RNA 1720	Approved	RNA, long non-coding			1q31.1-q31.2	440704	ENSG00000231175	OTTHUMG00000035556	1986	Long intergenic non-protein coding RNAs
HGNC:52508	LINC01721	long intergenic non-protein coding RNA 1721	Approved	RNA, long non-coding			20p11.21	400839	ENSG00000230133	OTTHUMG00000032098	1986	Long intergenic non-protein coding RNAs
HGNC:52510	LINC01722	long intergenic non-protein coding RNA 1722	Approved	RNA, long non-coding			20p12.1	101929486	ENSG00000233048	OTTHUMG00000031897	1986	Long intergenic non-protein coding RNAs
HGNC:52511	LINC01723	long intergenic non-protein coding RNA 1723	Approved	RNA, long non-coding			20p12.1	100505515	ENSG00000234265	OTTHUMG00000031895	1986	Long intergenic non-protein coding RNAs
HGNC:52512	LINC01724	long intergenic non-protein coding RNA 1724	Approved	RNA, long non-coding			1q31.3	105371673	ENSG00000227421	OTTHUMG00000035609	1986	Long intergenic non-protein coding RNAs
HGNC:52513	LINC01725	long intergenic non-protein coding RNA 1725	Approved	RNA, long non-coding			1p31.1	101927587	ENSG00000233008	OTTHUMG00000009930	1986	Long intergenic non-protein coding RNAs
HGNC:52514	LINC01726	long intergenic non-protein coding RNA 1726	Approved	RNA, long non-coding			20p11.22	101929608	ENSG00000280350	OTTHUMG00000189115	1986	Long intergenic non-protein coding RNAs
HGNC:52515	LINC01727	long intergenic non-protein coding RNA 1727	Approved	RNA, long non-coding		IRENA	20p11.22	101929625	ENSG00000279082	OTTHUMG00000189116	1986	Long intergenic non-protein coding RNAs
HGNC:52516	LINC01728	long intergenic non-protein coding RNA 1728	Approved	RNA, long non-coding			20q13.12	105372626	ENSG00000233277	OTTHUMG00000032515	1986	Long intergenic non-protein coding RNAs
HGNC:52517	LINC01729	long intergenic non-protein coding RNA 1729	Approved	RNA, long non-coding			20p12.3	101929207	ENSG00000225640	OTTHUMG00000031808	1986	Long intergenic non-protein coding RNAs
HGNC:52518	LINC01730	long intergenic non-protein coding RNA 1730	Approved	RNA, long non-coding			20p13	101929125	ENSG00000275491	OTTHUMG00000186580	1986	Long intergenic non-protein coding RNAs
HGNC:52519	LINC01731	long intergenic non-protein coding RNA 1731	Approved	RNA, long non-coding			1q21.2	105371226	ENSG00000234283	OTTHUMG00000014090	1986	Long intergenic non-protein coding RNAs
HGNC:52520	LINC01732	long intergenic non-protein coding RNA 1732	Approved	RNA, long non-coding			1q25.3	101928973	ENSG00000237292	OTTHUMG00000035180	1986	Long intergenic non-protein coding RNAs
HGNC:52521	LINC01733	long intergenic non-protein coding RNA 1733	Approved	RNA, long non-coding			20p11.1	101926955	ENSG00000226203	OTTHUMG00000150168	1986	Long intergenic non-protein coding RNAs
HGNC:52522	LINC01734	long intergenic non-protein coding RNA 1734	Approved	RNA, long non-coding			20q12	339568	ENSG00000230324	OTTHUMG00000032466	1986	Long intergenic non-protein coding RNAs
HGNC:52523	LINC01735	long intergenic non-protein coding RNA 1735	Approved	RNA, long non-coding			1q32.2	107985254	ENSG00000261453	OTTHUMG00000036132	1986	Long intergenic non-protein coding RNAs
HGNC:52524	LINC01736	long intergenic non-protein coding RNA 1736	Approved	RNA, long non-coding		RP11-552D4.1	1q42.13	101927532	ENSG00000228058	OTTHUMG00000037758	1986	Long intergenic non-protein coding RNAs
HGNC:52525	LINC01737	long intergenic non-protein coding RNA 1737	Approved	RNA, long non-coding			1q42.2	101927553	ENSG00000232964	OTTHUMG00000037760	1986	Long intergenic non-protein coding RNAs
HGNC:52526	LINC01738	long intergenic non-protein coding RNA 1738	Approved	RNA, long non-coding			1p33	107984953	ENSG00000227947	OTTHUMG00000007956	1986	Long intergenic non-protein coding RNAs
